"","client_id","contract_id","contract_start","contract_end","inter_complex"
"3029",7271,5506,"21/05/2019","21/05/2022",18037+19133i
"3030",3053,5723,"26/06/2019","26/06/2022",18073+19169i
"3031",11309,5494,"20/05/2019","20/05/2022",18036+19132i
"3032",22702,5483,"16/05/2019","16/05/2020",18032+18398i
"3033",22692,5496,"15/05/2019","15/11/2019",18031+18215i
"3034",22745,5504,"20/05/2019","20/11/2019",18036+18220i
"3035",12105,5586,"31/05/2019","31/05/2022",18047+19143i
"3036",22759,5838,"12/07/2019","12/07/2022",18089+19185i
"3037",22758,5512,"21/05/2019","21/11/2019",18037+18221i
"3038",7775,5754,"25/09/2020","25/12/2020",18530+18621i
"3039",5781,5529,"24/05/2019","24/09/2019",18040+18163i
"3040",22797,5561,"24/05/2019","24/11/2019",18040+18224i
"3041",3005,5536,"24/05/2019","24/12/2019",18040+18254i
"3042",22734,5540,"27/05/2019","27/11/2019",18043+18227i
"3043",22734,5541,"27/05/2019","27/11/2019",18043+18227i
"3044",22824,5542,"18/03/2019","18/09/2019",17973+18157i
"3045",22716,5546,"17/03/2021","17/09/2021",18703+18887i
"3046",22716,5547,"20/05/2019","20/11/2019",18036+18220i
"3047",22835,5609,"31/05/2019","31/05/2020",18047+18413i
"3048",22835,5610,"31/05/2019","31/05/2020",18047+18413i
"3049",6347,5554,"17/02/2021","17/04/2021",18675+18734i
"3050",15459,5557,"25/09/2019","25/09/2020",18164+18530i
"3051",22832,5558,"28/05/2019","28/05/2022",18044+19140i
"3052",5786,5563,"29/05/2019","29/05/2020",18045+18411i
"3053",22758,5562,"29/05/2019","29/11/2019",18045+18229i
"3054",13425,5515,"23/12/2019","23/12/2021",18253+18984i
"3055",17637,5615,"31/05/2019","31/05/2022",18047+19143i
"3056",16040,5571,"19/08/2020","19/11/2020",18493+18585i
"3057",12105,5585,"31/05/2019","31/05/2022",18047+19143i
"3058",22422,5588,"30/05/2019","30/08/2020",18046+18504i
"3059",10828,6768,"31/10/2019","31/10/2022",18200+19296i
"3060",9657,5798,"8/07/2019","8/07/2020",18085+18451i
"3061",508,5604,"3/06/2019","3/08/2019",18050+18111i
"3062",508,5605,"3/06/2019","3/08/2019",18050+18111i
"3063",508,5606,"3/06/2019","3/08/2019",18050+18111i
"3064",22558,5613,"31/05/2019","1/12/2019",18047+18231i
"3065",5754,5614,"28/04/2021","28/06/2021",18745+18806i
"3066",5924,5620,"4/06/2019","4/06/2020",18051+18417i
"3067",15424,5622,"28/10/2019","28/10/2020",18197+18563i
"3068",22272,5633,"29/05/2019","29/11/2019",18045+18229i
"3069",13790,5635,"26/09/2019","26/12/2019",18165+18256i
"3070",22839,5637,"29/05/2019","29/11/2019",18045+18229i
"3071",22947,5641,"8/06/2019","8/12/2019",18055+18238i
"3072",22947,5642,"8/06/2019","8/12/2019",18055+18238i
"3073",22404,5643,"7/06/2019","7/12/2019",18054+18237i
"3074",3097,5667,"11/06/2019","11/06/2019",18058+18058i
"3075",450,1478,"15/12/2016","15/12/2016",17150+17150i
"3076",21279,5649,"7/06/2019","7/12/2019",18054+18237i
"3077",22924,5653,"10/06/2019","10/06/2020",18057+18423i
"3078",20244,8088,"18/02/2020","18/02/2021",18310+18676i
"3079",18917,5660,"12/06/2019","12/06/2020",18059+18425i
"3080",22898,5665,"5/06/2019","5/12/2019",18052+18235i
"3081",23018,12989,"26/10/2020","26/10/2021",18561+18926i
"3082",2356,5699,"1/01/2021","1/07/2021",18628+18809i
"3083",16115,5673,"13/06/2019","13/06/2020",18060+18426i
"3084",23035,5676,"22/10/2020","22/10/2021",18557+18922i
"3085",22272,5675,"14/06/2019","14/12/2019",18061+18244i
"3086",23041,5709,"24/06/2019","24/06/2022",18071+19167i
"3087",22274,5681,"29/08/2019","29/02/2020",18137+18321i
"3088",23064,5749,"25/06/2020","25/12/2021",18438+18986i
"3089",23064,12684,"14/10/2020","14/10/2022",18549+19279i
"3090",21416,5683,"18/06/2019","18/12/2019",18065+18248i
"3091",17541,5684,"3/12/2020","3/12/2021",18599+18964i
"3092",21332,5685,"19/06/2019","19/06/2020",18066+18432i
"3093",2908,5781,"25/06/2019","25/06/2022",18072+19168i
"3094",23073,5687,"19/06/2019","19/12/2019",18066+18249i
"3095",22513,5896,"22/02/2021","22/02/2022",18680+19045i
"3096",21332,5690,"20/06/2019","20/12/2020",18067+18616i
"3097",2705,5688,"20/06/2019","20/02/2020",18067+18312i
"3098",3108,5692,"24/07/2020","24/07/2021",18467+18832i
"3099",13850,5909,"22/07/2019","22/07/2022",18099+19195i
"3100",3053,5764,"30/06/2019","30/06/2022",18077+19173i
"3101",19200,5730,"21/01/2021","21/01/2022",18648+19013i
"3102",21550,5694,"22/02/2021","22/08/2021",18680+18861i
"3103",21228,5698,"20/06/2019","20/12/2019",18067+18250i
"3104",2033,5701,"21/06/2019","21/12/2020",18068+18617i
"3105",17220,6042,"1/08/2019","1/08/2020",18109+18475i
"3106",23121,5805,"8/07/2019","8/07/2020",18085+18451i
"3107",21104,5747,"13/10/2020","13/10/2021",18548+18913i
"3108",23041,5888,"19/07/2019","19/07/2022",18096+19192i
"3109",2645,5711,"24/06/2019","24/12/2019",18071+18254i
"3110",16115,15449,"9/02/2021","9/02/2022",18667+19032i
"3111",19959,5713,"1/12/2020","1/12/2022",18597+19327i
"3112",3161,6298,"1/09/2019","1/10/2019",18140+18170i
"3113",7661,5742,"27/06/2019","27/06/2022",18074+19170i
"3114",18304,5720,"24/06/2019","24/12/2019",18071+18254i
"3115",23184,5732,"26/06/2019","26/12/2019",18073+18256i
"3116",23184,5733,"26/06/2019","26/12/2019",18073+18256i
"3117",23147,5737,"27/06/2019","27/12/2019",18074+18257i
"3118",23203,5751,"27/06/2019","27/12/2019",18074+18257i
"3119",18304,5725,"24/06/2019","24/12/2019",18071+18254i
"3120",22340,5750,"28/06/2019","28/06/2022",18075+19171i
"3121",23184,5752,"27/06/2019","27/12/2019",18074+18257i
"3122",18014,5767,"17/12/2019","17/12/2020",18247+18613i
"3123",20086,5772,"1/07/2019","1/07/2020",18078+18444i
"3124",23176,5774,"27/06/2019","27/12/2019",18074+18257i
"3125",2717,5408,"3/05/2019","3/05/2020",18019+18385i
"3126",22422,5820,"8/07/2019","8/07/2020",18085+18451i
"3127",21144,5873,"18/07/2019","18/07/2022",18095+19191i
"3128",23269,5796,"4/07/2019","4/01/2020",18081+18265i
"3129",2855,5859,"23/02/2021","23/08/2022",18681+19227i
"3130",17984,5800,"8/07/2019","8/01/2021",18085+18635i
"3131",13193,5794,"4/07/2019","4/07/2022",18081+19177i
"3132",23184,5806,"30/10/2019","30/10/2020",18199+18565i
"3133",22376,5808,"8/07/2019","8/01/2020",18085+18269i
"3134",19712,5809,"5/07/2019","5/01/2020",18082+18266i
"3135",22376,5810,"8/07/2019","8/01/2020",18085+18269i
"3136",22376,5812,"8/07/2019","8/01/2020",18085+18269i
"3137",22376,5813,"8/07/2019","8/01/2020",18085+18269i
"3138",22376,5815,"8/07/2019","8/01/2020",18085+18269i
"3139",23262,5819,"14/12/2020","14/12/2021",18610+18975i
"3140",18053,5824,"26/08/2020","26/02/2022",18500+19049i
"3141",23437,6161,"28/08/2019","28/02/2020",18136+18320i
"3142",2000,5829,"11/07/2019","11/01/2022",18088+19003i
"3143",22745,5833,"9/07/2019","9/01/2020",18086+18270i
"3144",22107,5836,"12/07/2019","12/07/2022",18089+19185i
"3145",23394,5843,"14/01/2021","14/07/2021",18641+18822i
"3146",22940,5844,"6/01/2020","6/01/2021",18267+18633i
"3147",387,5848,"15/07/2019","15/07/2021",18092+18823i
"3148",14907,5850,"1/07/2019","1/01/2020",18078+18262i
"3149",22483,5852,"16/07/2019","16/07/2020",18093+18459i
"3150",21134,5853,"11/07/2019","11/01/2020",18088+18272i
"3151",23331,5855,"5/07/2019","5/01/2020",18082+18266i
"3152",2574,5854,"25/09/2020","25/03/2021",18530+18711i
"3153",23331,5856,"5/07/2019","5/10/2020",18082+18540i
"3154",20118,5857,"16/07/2019","16/01/2020",18093+18277i
"3155",20118,5858,"16/07/2019","16/01/2020",18093+18277i
"3156",18371,6038,"14/08/2019","14/08/2022",18122+19218i
"3157",18463,5950,"30/07/2019","30/07/2022",18107+19203i
"3158",20778,5868,"16/07/2019","16/01/2020",18093+18277i
"3159",22107,5870,"17/07/2019","17/07/2022",18094+19190i
"3160",4550,5876,"18/07/2019","18/08/2019",18095+18126i
"3161",22513,5882,"16/07/2019","16/01/2021",18093+18643i
"3162",21920,5884,"18/07/2019","18/07/2022",18095+19191i
"3163",23547,5885,"19/07/2019","19/07/2022",18096+19192i
"3164",574,5945,"30/07/2019","30/07/2021",18107+18838i
"3165",22702,5886,"31/12/2020","31/12/2021",18627+18992i
"3166",23576,5892,"18/07/2019","18/07/2020",18095+18461i
"3167",23577,5895,"18/07/2019","18/01/2020",18095+18279i
"3168",22523,5874,"18/07/2019","18/07/2020",18095+18461i
"3169",21811,7507,"31/07/2019","31/07/2022",18108+19204i
"3170",23590,5903,"29/01/2021","29/07/2021",18656+18837i
"3171",23619,5919,"23/07/2019","23/01/2020",18100+18284i
"3172",23604,5905,"22/07/2019","22/01/2020",18099+18283i
"3173",23136,6071,"26/10/2020","26/10/2021",18561+18926i
"3174",6391,5911,"23/07/2019","23/01/2022",18100+19015i
"3175",18122,6085,"9/03/2021","9/07/2021",18695+18817i
"3176",23654,5960,"25/07/2019","25/07/2020",18102+18468i
"3177",829,5976,"2/09/2019","2/09/2022",18141+19237i
"3178",18756,5920,"7/12/2020","7/06/2021",18603+18785i
"3179",131,5975,"1/08/2019","1/08/2022",18109+19205i
"3180",23672,5927,"25/07/2019","25/01/2020",18102+18286i
"3181",23672,5929,"25/07/2019","25/01/2020",18102+18286i
"3182",620,5990,"5/08/2019","5/09/2019",18113+18144i
"3183",18014,5932,"17/12/2019","17/12/2020",18247+18613i
"3184",684,5970,"25/07/2019","25/07/2020",18102+18468i
"3185",23205,5966,"2/10/2020","2/10/2021",18537+18902i
"3186",15383,5968,"31/07/2019","31/07/2022",18108+19204i
"3187",23685,5943,"5/08/2020","5/08/2021",18479+18844i
"3188",7062,5944,"30/07/2019","30/07/2022",18107+19203i
"3189",13940,6060,"30/07/2019","30/07/2019",18107+18107i
"3190",387,5949,"30/07/2019","30/07/2021",18107+18838i
"3191",18703,5937,"26/07/2019","26/01/2020",18103+18287i
"3192",23680,5940,"26/07/2019","26/01/2020",18103+18287i
"3193",23692,5946,"30/07/2019","30/01/2020",18107+18291i
"3194",23619,5939,"22/01/2021","22/07/2021",18649+18830i
"3195",3143,5951,"31/07/2019","31/08/2019",18108+18139i
"3196",23626,5958,"31/07/2019","31/07/2020",18108+18474i
"3197",18085,5957,"31/07/2019","31/07/2020",18108+18474i
"3198",7576,5993,"6/08/2019","6/08/2022",18114+19210i
"3199",16839,5972,"2/07/2019","2/07/2020",18079+18445i
"3200",23723,6113,"25/09/2020","25/09/2021",18530+18895i
"3201",19824,5973,"25/07/2019","25/01/2020",18102+18286i
"3202",2771,5982,"5/08/2019","5/08/2021",18113+18844i
"3203",23147,5994,"31/07/2019","31/01/2020",18108+18292i
"3204",3996,6096,"2/09/2020","2/09/2021",18507+18872i
"3205",23776,5997,"31/07/2019","31/01/2020",18108+18292i
"3206",23738,5999,"31/07/2019","31/01/2020",18108+18292i
"3207",180,6028,"25/02/2021","25/02/2023",18683+19413i
"3208",9664,6002,"7/08/2019","7/09/2019",18115+18146i
"3209",2576,6006,"2/08/2019","2/08/2022",18110+19206i
"3210",13811,6098,"21/08/2019","21/08/2022",18129+19225i
"3211",23826,6010,"17/07/2019","17/01/2020",18094+18278i
"3212",20713,5981,"31/07/2019","31/01/2020",18108+18292i
"3213",20977,6025,"8/08/2019","8/02/2020",18116+18300i
"3214",19899,6026,"1/07/2020","1/07/2021",18444+18809i
"3215",17220,6027,"16/07/2019","16/07/2020",18093+18459i
"3216",16211,6606,"11/10/2019","11/10/2022",18180+19276i
"3217",387,6037,"12/08/2019","12/08/2021",18120+18851i
"3218",23879,6072,"16/08/2019","16/08/2021",18124+18855i
"3219",22936,6030,"31/07/2019","31/01/2020",18108+18292i
"3220",2500,6535,"1/10/2019","1/10/2022",18170+19266i
"3221",22936,6035,"28/12/2020","28/06/2021",18624+18806i
"3222",3053,6468,"30/06/2019","30/06/2022",18077+19173i
"3223",23735,6044,"13/08/2019","13/08/2020",18121+18487i
"3224",8317,6061,"13/08/2019","13/08/2022",18121+19217i
"3225",2449,6167,"28/08/2019","28/08/2021",18136+18867i
"3226",23858,6051,"16/12/2019","16/06/2020",18246+18429i
"3227",2717,6073,"19/08/2019","19/08/2022",18127+19223i
"3228",4180,6056,"13/08/2019","13/02/2020",18121+18305i
"3229",17877,6862,"8/11/2019","8/11/2022",18208+19304i
"3230",6234,6057,"15/08/2019","15/11/2019",18123+18215i
"3231",23927,6183,"29/08/2019","29/08/2021",18137+18868i
"3232",21811,8847,"29/04/2020","29/04/2023",18381+19476i
"3233",23948,6068,"8/08/2019","8/02/2020",18116+18300i
"3234",23934,6062,"2/03/2021","2/03/2022",18688+19053i
"3235",400,6108,"23/08/2019","23/08/2022",18131+19227i
"3236",23968,6116,"23/08/2019","23/08/2021",18131+18862i
"3237",23894,6074,"14/08/2019","14/08/2020",18122+18488i
"3238",23894,6075,"14/08/2019","14/08/2020",18122+18488i
"3239",22134,6077,"23/01/2020","23/01/2022",18284+19015i
"3240",23954,6078,"20/08/2020","20/02/2021",18494+18678i
"3241",22134,6079,"23/01/2020","23/01/2022",18284+19015i
"3242",22594,6080,"3/12/2020","3/12/2020",18599+18599i
"3243",4550,6093,"21/08/2019","21/09/2019",18129+18160i
"3244",23858,6094,"16/12/2019","16/06/2020",18246+18429i
"3245",24023,6100,"21/08/2019","21/02/2020",18129+18313i
"3246",23123,6109,"19/08/2019","19/08/2020",18127+18493i
"3247",23123,6110,"19/08/2019","19/08/2020",18127+18493i
"3248",19038,6111,"30/09/2020","30/09/2021",18535+18900i
"3249",22758,6115,"15/08/2019","15/02/2020",18123+18307i
"3250",2569,6117,"23/08/2019","23/02/2020",18131+18315i
"3251",22134,6118,"23/01/2020","23/01/2022",18284+19015i
"3252",22134,6120,"23/01/2020","23/01/2022",18284+19015i
"3253",19792,6119,"23/08/2019","23/08/2020",18131+18497i
"3254",24058,6121,"21/08/2019","21/02/2020",18129+18313i
"3255",2705,6123,"31/05/2019","31/01/2020",18047+18292i
"3256",4550,6124,"24/07/2019","24/08/2019",18101+18132i
"3257",21756,6125,"1/09/2019","1/09/2020",18140+18506i
"3258",20942,6089,"20/08/2019","20/02/2021",18128+18678i
"3259",4180,6128,"12/08/2019","12/02/2020",18120+18304i
"3260",387,6162,"26/08/2019","26/08/2021",18134+18865i
"3261",17640,6134,"15/07/2019","15/07/2019",18092+18092i
"3262",24084,6136,"4/06/2020","4/12/2020",18417+18600i
"3263",24095,6142,"27/08/2019","27/02/2020",18135+18319i
"3264",24108,6145,"27/08/2019","27/02/2020",18135+18319i
"3265",2858,6147,"26/08/2019","26/02/2020",18134+18318i
"3266",23478,6149,"26/08/2019","26/08/2020",18134+18500i
"3267",4180,6150,"13/08/2019","13/02/2020",18121+18305i
"3268",24146,6188,"28/08/2019","28/08/2022",18136+19232i
"3269",21860,6153,"27/08/2019","27/08/2020",18135+18501i
"3270",23604,6154,"28/08/2019","28/08/2020",18136+18502i
"3271",2568,6870,"11/11/2019","11/11/2020",18211+18577i
"3272",17260,6156,"28/08/2019","28/08/2021",18136+18867i
"3273",21431,6639,"18/10/2019","18/10/2021",18187+18918i
"3274",24147,6163,"28/08/2019","28/08/2020",18136+18502i
"3275",23437,6160,"28/08/2019","28/02/2020",18136+18320i
"3276",20861,6433,"26/09/2019","26/09/2021",18165+18896i
"3277",21302,6168,"29/08/2019","29/02/2020",18137+18321i
"3278",22232,6170,"27/08/2019","27/02/2020",18135+18319i
"3279",19824,6175,"21/08/2019","21/02/2020",18129+18313i
"3280",442,6179,"29/08/2019","29/08/2020",18137+18503i
"3281",387,6404,"24/09/2019","24/09/2022",18163+19259i
"3282",23547,6195,"30/08/2019","30/08/2022",18138+19234i
"3283",20861,6432,"26/09/2019","26/09/2021",18165+18896i
"3284",21607,7855,"29/01/2021","29/01/2022",18656+19021i
"3285",22365,6211,"17/09/2020","17/09/2021",18522+18887i
"3286",24236,6213,"27/08/2019","27/02/2020",18135+18319i
"3287",20611,6340,"18/09/2019","18/09/2020",18157+18523i
"3288",22404,6214,"29/08/2019","29/02/2020",18137+18321i
"3289",22404,6215,"29/08/2019","29/08/2020",18137+18503i
"3290",15424,6217,"20/10/2020","20/04/2021",18555+18737i
"3291",24221,6220,"31/08/2019","2/03/2020",18139+18323i
"3292",24249,6479,"30/09/2019","30/09/2022",18169+19265i
"3293",24249,6477,"30/09/2019","30/09/2022",18169+19265i
"3294",24249,6473,"30/09/2019","30/09/2022",18169+19265i
"3295",24235,6225,"29/08/2019","29/08/2020",18137+18503i
"3296",24255,6227,"25/01/2021","25/01/2022",18652+19017i
"3297",23738,6228,"31/08/2019","31/08/2020",18139+18505i
"3298",21113,6489,"30/09/2019","30/09/2021",18169+18900i
"3299",22839,6234,"29/08/2019","29/08/2020",18137+18503i
"3300",19874,6235,"30/09/2020","30/03/2021",18535+18716i
"3301",24218,6238,"27/08/2019","27/08/2020",18135+18501i
"3302",23463,6239,"29/08/2019","29/08/2020",18137+18503i
"3303",24218,6240,"27/08/2019","27/08/2020",18135+18501i
"3304",24218,6241,"27/08/2019","27/08/2020",18135+18501i
"3305",24170,6243,"3/09/2019","3/09/2020",18142+18508i
"3306",24170,6245,"3/09/2019","3/09/2020",18142+18508i
"3307",20262,6210,"3/09/2019","3/09/2022",18142+19238i
"3308",24224,6246,"28/08/2019","28/08/2020",18136+18502i
"3309",24227,6248,"5/09/2019","5/09/2020",18144+18510i
"3310",22234,6249,"31/08/2019","31/08/2020",18139+18505i
"3311",23626,6343,"18/09/2019","18/09/2021",18157+18888i
"3312",24288,6253,"31/08/2019","31/08/2020",18139+18505i
"3313",24256,6256,"5/09/2019","5/09/2020",18144+18510i
"3314",24274,6259,"31/08/2019","31/08/2020",18139+18505i
"3315",23463,6261,"31/12/2020","31/12/2021",18627+18992i
"3316",21174,6263,"26/09/2019","26/09/2021",18165+18896i
"3317",17413,6311,"16/09/2019","16/09/2022",18155+19251i
"3318",24322,6269,"2/09/2020","2/09/2021",18507+18872i
"3319",24322,6270,"2/09/2020","2/09/2021",18507+18872i
"3320",23826,6271,"6/09/2019","6/09/2020",18145+18511i
"3321",24323,6272,"5/09/2019","5/09/2020",18144+18510i
"3322",565,6818,"5/11/2019","5/11/2021",18205+18936i
"3323",18703,6274,"9/09/2019","9/03/2020",18148+18330i
"3324",2527,6391,"23/09/2019","23/09/2022",18162+19258i
"3325",20611,6277,"11/09/2020","11/09/2022",18516+19246i
"3326",20611,6278,"6/09/2019","6/09/2020",18145+18511i
"3327",442,6286,"10/09/2019","10/09/2020",18149+18515i
"3328",24356,6287,"15/03/2021","15/09/2021",18701+18885i
"3329",24356,6288,"15/03/2021","15/09/2021",18701+18885i
"3330",756,6289,"10/09/2019","10/09/2020",18149+18515i
"3331",387,6290,"10/09/2019","10/09/2021",18149+18880i
"3332",24329,6297,"9/09/2019","9/09/2020",18148+18514i
"3333",17593,6302,"12/09/2019","12/10/2019",18151+18181i
"3334",24413,6305,"10/09/2019","10/09/2020",18149+18515i
"3335",24427,6676,"9/04/2021","9/07/2021",18726+18817i
"3336",24432,6312,"13/09/2019","13/09/2020",18152+18518i
"3337",24440,6313,"14/09/2019","14/03/2020",18153+18335i
"3338",24438,6314,"13/09/2019","13/09/2020",18152+18518i
"3339",23807,6321,"16/09/2019","16/09/2020",18155+18521i
"3340",7576,6764,"31/10/2019","1/12/2019",18200+18231i
"3341",24447,6323,"12/09/2019","12/09/2020",18151+18517i
"3342",23439,6324,"16/09/2019","16/03/2020",18155+18337i
"3343",24462,6327,"16/09/2019","16/03/2020",18155+18337i
"3344",24471,6328,"16/09/2019","16/03/2020",18155+18337i
"3345",24415,6332,"13/09/2019","13/09/2020",18152+18518i
"3346",21792,6333,"17/09/2019","17/03/2020",18156+18338i
"3347",23439,6334,"17/09/2019","17/03/2020",18156+18338i
"3348",22253,6336,"12/09/2019","12/09/2020",18151+18517i
"3349",24488,13972,"3/12/2020","3/12/2022",18599+19329i
"3350",20244,6383,"30/04/2021","30/04/2022",18747+19112i
"3351",24329,6341,"9/03/2020","9/09/2020",18330+18514i
"3352",2685,6342,"24/08/2020","24/08/2021",18498+18863i
"3353",484,7148,"6/12/2019","6/12/2020",18236+18602i
"3354",24389,6344,"16/09/2019","16/09/2020",18155+18521i
"3355",96,6348,"17/09/2019","17/09/2020",18156+18522i
"3356",24492,6351,"24/02/2021","24/08/2021",18682+18863i
"3357",13940,6412,"24/09/2019","24/09/2022",18163+19259i
"3358",20338,6353,"5/09/2019","5/09/2020",18144+18510i
"3359",18703,6354,"17/09/2019","17/03/2020",18156+18338i
"3360",15893,6359,"18/09/2019","18/09/2020",18157+18523i
"3361",2422,6360,"17/09/2019","17/09/2020",18156+18522i
"3362",24296,6362,"19/09/2019","19/09/2020",18158+18524i
"3363",24296,6363,"19/09/2019","19/09/2020",18158+18524i
"3364",22817,6364,"18/09/2019","18/09/2020",18157+18523i
"3365",22817,6365,"18/09/2019","18/09/2020",18157+18523i
"3366",22692,6367,"18/09/2019","18/09/2020",18157+18523i
"3367",24377,6431,"26/09/2019","26/09/2021",18165+18896i
"3368",24492,6371,"17/09/2019","17/09/2020",18156+18522i
"3369",8490,6409,"25/09/2019","25/09/2022",18164+19260i
"3370",24434,6381,"13/09/2019","13/09/2020",18152+18518i
"3371",714,9239,"21/05/2020","21/05/2022",18403+19133i
"3372",24553,6382,"19/09/2019","19/09/2020",18158+18524i
"3373",13811,6775,"31/10/2019","31/10/2022",18200+19296i
"3374",24608,6454,"27/09/2019","27/09/2022",18166+19262i
"3375",19900,6397,"23/09/2019","23/03/2020",18162+18344i
"3376",24638,6407,"24/09/2019","24/03/2020",18163+18345i
"3377",24639,6408,"24/09/2019","24/09/2020",18163+18529i
"3378",387,6411,"23/09/2019","23/09/2020",18162+18528i
"3379",7004,6809,"4/11/2019","4/11/2022",18204+19300i
"3380",23934,6498,"2/03/2021","2/03/2022",18688+19053i
"3381",24649,6419,"25/09/2019","25/09/2020",18164+18530i
"3382",22635,8584,"30/03/2020","30/03/2023",18351+19446i
"3383",22635,7503,"6/01/2020","6/01/2023",18267+19363i
"3384",24525,6429,"23/09/2019","23/09/2020",18162+18528i
"3385",24525,6430,"23/09/2019","23/09/2020",18162+18528i
"3386",387,6435,"26/09/2019","26/09/2021",18165+18896i
"3387",5781,6436,"27/09/2019","27/12/2019",18166+18257i
"3388",24661,6442,"22/12/2020","22/12/2021",18618+18983i
"3389",24690,6443,"23/09/2019","23/09/2020",18162+18528i
"3390",2170,6581,"11/10/2019","11/10/2020",18180+18546i
"3391",2170,6508,"1/10/2019","1/04/2021",18170+18718i
"3392",20778,6445,"23/09/2019","23/09/2020",18162+18528i
"3393",24661,6446,"22/12/2020","22/12/2021",18618+18983i
"3394",18835,6451,"27/09/2019","27/03/2020",18166+18348i
"3395",24694,6456,"26/09/2019","26/09/2020",18165+18531i
"3396",24706,6458,"4/03/2021","4/09/2021",18690+18874i
"3397",24631,6512,"2/10/2019","2/10/2021",18171+18902i
"3398",20679,6422,"23/09/2019","23/03/2020",18162+18344i
"3399",24705,6462,"27/09/2019","27/09/2020",18166+18532i
"3400",18184,6530,"4/10/2019","4/10/2020",18173+18539i
"3401",18122,6440,"19/02/2021","19/06/2021",18677+18797i
"3402",17431,6464,"25/09/2019","25/09/2020",18164+18530i
"3403",18029,6465,"27/09/2019","27/09/2020",18166+18532i
"3404",19151,6469,"22/04/2020","22/04/2021",18374+18739i
"3405",19151,6487,"27/09/2019","27/03/2020",18166+18348i
"3406",24707,6470,"28/09/2019","28/09/2020",18167+18533i
"3407",24709,6472,"26/09/2019","26/09/2020",18165+18531i
"3408",19996,6475,"30/09/2019","30/03/2020",18169+18351i
"3409",23991,6474,"30/09/2019","30/09/2020",18169+18535i
"3410",19814,6482,"15/04/2021","15/04/2023",18732+19462i
"3411",24651,6485,"30/09/2019","30/09/2020",18169+18535i
"3412",24651,6486,"30/09/2019","30/09/2020",18169+18535i
"3413",24730,6493,"30/09/2019","30/03/2020",18169+18351i
"3414",22430,6504,"30/09/2019","30/09/2020",18169+18535i
"3415",24235,6506,"29/05/2020","29/11/2021",18411+18960i
"3416",24730,6509,"30/09/2019","30/03/2020",18169+18351i
"3417",24663,6510,"30/09/2019","30/09/2020",18169+18535i
"3418",4127,8040,"4/02/2020","4/02/2021",18296+18662i
"3419",24553,6513,"19/09/2019","19/09/2020",18158+18524i
"3420",387,6519,"20/09/2019","20/09/2021",18159+18890i
"3421",685,6521,"1/10/2019","1/10/2020",18170+18536i
"3422",24715,6517,"19/03/2021","19/09/2021",18705+18889i
"3423",24715,6518,"19/03/2021","19/09/2021",18705+18889i
"3424",24294,6520,"12/01/2021","12/07/2021",18639+18820i
"3425",6051,7070,"28/11/2019","28/02/2020",18228+18320i
"3426",21332,6586,"11/10/2019","11/10/2020",18180+18546i
"3427",10514,6523,"2/10/2019","2/10/2021",18171+18902i
"3428",10514,6524,"2/10/2019","2/10/2019",18171+18171i
"3429",13940,7506,"6/01/2020","6/01/2023",18267+19363i
"3430",4127,6529,"25/09/2019","25/09/2020",18164+18530i
"3431",20942,6528,"4/10/2019","4/10/2020",18173+18539i
"3432",21811,6531,"16/09/2019","16/09/2022",18155+19251i
"3433",23654,6533,"19/09/2019","19/09/2020",18158+18524i
"3434",24796,6662,"21/10/2019","21/10/2020",18190+18556i
"3435",2057,6534,"2/10/2019","2/10/2020",18171+18537i
"3436",21891,6572,"10/10/2019","10/10/2020",18179+18545i
"3437",20226,6554,"22/03/2021","22/03/2022",18708+19073i
"3438",24807,6536,"7/10/2019","7/10/2021",18176+18907i
"3439",2578,6555,"9/10/2019","9/10/2022",18178+19274i
"3440",684,6556,"9/10/2019","9/06/2020",18178+18422i
"3441",24227,6560,"9/10/2019","9/10/2020",18178+18544i
"3442",487,6559,"9/10/2019","9/04/2021",18178+18726i
"3443",484,7391,"26/12/2019","26/12/2020",18256+18622i
"3444",22513,6563,"22/02/2021","22/02/2022",18680+19045i
"3445",2819,6564,"10/10/2019","10/08/2020",18179+18484i
"3446",2730,6740,"29/10/2019","29/02/2020",18198+18321i
"3447",21993,6575,"29/10/2020","29/04/2021",18564+18746i
"3448",24800,6577,"5/10/2019","5/10/2020",18174+18540i
"3449",24256,6583,"11/10/2019","11/10/2020",18180+18546i
"3450",24800,6588,"5/10/2019","5/10/2020",18174+18540i
"3451",2060,6596,"14/10/2019","14/10/2019",18183+18183i
"3452",24856,6598,"14/07/2020","14/07/2021",18457+18822i
"3453",24766,6525,"3/10/2019","3/10/2020",18172+18538i
"3454",24888,6629,"17/10/2019","17/10/2021",18186+18917i
"3455",22363,6601,"14/10/2019","14/04/2020",18183+18366i
"3456",6705,6604,"14/10/2019","14/10/2020",18183+18549i
"3457",2527,6607,"10/10/2019","10/10/2020",18179+18545i
"3458",6705,6608,"15/10/2019","15/10/2020",18184+18550i
"3459",2426,6610,"3/09/2020","3/09/2021",18508+18873i
"3460",24886,6619,"16/10/2019","16/10/2021",18185+18916i
"3461",24935,6618,"16/11/2020","16/05/2021",18582+18763i
"3462",5780,7313,"18/12/2019","18/12/2021",18248+18979i
"3463",565,6640,"8/10/2019","8/10/2020",18177+18543i
"3464",24950,6624,"16/10/2019","16/10/2020",18185+18551i
"3465",24882,6625,"11/10/2019","11/10/2020",18180+18546i
